keyword,period,ratio
능동 맛집,2021-08-01,19.82279
능동 맛집,2021-09-01,22.68068
능동 맛집,2021-10-01,26.8763
능동 맛집,2021-11-01,26.53752
능동 맛집,2021-12-01,22.88047
능동 맛집,2022-01-01,19.25816
능동 맛집,2022-02-01,15.2189
능동 맛집,2022-03-01,20.89993
능동 맛집,2022-04-01,30.8287
능동 맛집,2022-05-01,38.2731
능동 맛집,2022-06-01,32.84398
능동 맛집,2022-07-01,38.96803
능동 맛집,2022-08-01,33.79082
능동 맛집,2022-09-01,30.59416
능동 맛집,2022-10-01,32.20118
능동 맛집,2022-11-01,29.58651
능동 맛집,2022-12-01,32.67894
능동 맛집,2023-01-01,32.52258
능동 맛집,2023-02-01,32.16643
능동 맛집,2023-03-01,34.23384
능동 맛집,2023-04-01,33.52154
능동 맛집,2023-05-01,35.93641
능동 맛집,2023-06-01,31.48019
능동 맛집,2023-07-01,34.51181
능동 맛집,2023-08-01,34.22515
능동 맛집,2023-09-01,30.61153
능동 맛집,2023-10-01,31.63655
능동 맛집,2023-11-01,29.62995
능동 맛집,2023-12-01,32.08825
능동 맛집,2024-01-01,30.46386
능동 맛집,2024-02-01,27.70152
능동 맛집,2024-03-01,31.6018
능동 맛집,2024-04-01,31.51494
능동 맛집,2024-05-01,31.61049
능동 맛집,2024-06-01,28.07505
능동 맛집,2024-07-01,31.18485
능동 맛집,2024-08-01,38.67268
능동 맛집,2024-09-01,29.56914
능동 맛집,2024-10-01,27.81445
능동 맛집,2024-11-01,24.50486
능동 맛집,2024-12-01,28.92633
능동 카페,2019-01-01,2.18902
능동 카페,2019-02-01,2.23245
능동 카페,2019-03-01,2.6494
능동 카페,2019-04-01,2.02397
능동 카페,2019-05-01,1.8763
능동 카페,2019-06-01,2.34537
능동 카페,2019-07-01,2.10215
능동 카페,2019-08-01,3.1706
능동 카페,2019-09-01,3.57018
능동 카페,2019-10-01,3.43988
능동 카페,2019-11-01,2.71021
능동 카페,2019-12-01,3.13585
능동 카페,2020-01-01,3.23141
능동 카페,2020-02-01,3.24878
능동 카페,2020-03-01,3.52675
능동 카페,2020-04-01,3.76129
능동 카페,2020-05-01,3.95239
능동 카페,2020-06-01,3.63968
능동 카페,2020-07-01,3.85684
능동 카페,2020-08-01,4.21299
능동 카페,2020-09-01,3.95239
능동 카페,2020-10-01,5.35093
능동 카페,2020-11-01,4.11744
능동 카페,2020-12-01,1.09451
능동 카페,2021-01-01,2.7797
능동 카페,2021-02-01,4.29986
능동 카페,2021-03-01,6.1501
능동 카페,2021-04-01,4.8558
능동 카페,2021-05-01,4.95135
능동 카페,2021-06-01,4.67338
능동 카페,2021-07-01,5.21195
능동 카페,2021-08-01,5.27275
능동 카페,2021-09-01,4.60389
능동 카페,2021-10-01,5.42043
능동 카페,2021-11-01,5.22932
능동 카페,2021-12-01,5.05559
능동 카페,2022-01-01,4.3346
능동 카페,2022-02-01,4.34329
능동 카페,2022-03-01,5.35093
능동 카페,2022-04-01,4.9166
능동 카페,2022-05-01,6.44544
능동 카페,2022-06-01,5.25538
능동 카페,2022-07-01,5.84607
능동 카페,2022-08-01,5.38568
능동 카페,2022-09-01,5.38568
능동 카페,2022-10-01,5.78526
능동 카페,2022-11-01,4.86448
능동 카페,2022-12-01,5.71577
능동 카페,2023-01-01,6.87977
능동 카페,2023-02-01,4.8558
능동 카페,2023-03-01,5.49861
능동 카페,2023-04-01,5.38568
능동 카페,2023-05-01,4.82974
능동 카페,2023-06-01,4.61257
능동 카페,2023-07-01,5.39437
능동 카페,2023-08-01,5.1164
능동 카페,2023-09-01,6.32383
능동 카페,2023-10-01,6.15879
능동 카페,2023-11-01,5.50729
능동 카페,2023-12-01,7.43571
능동 카페,2024-01-01,7.17512
능동 카페,2024-02-01,6.01111
능동 카페,2024-03-01,6.63655
능동 카페,2024-04-01,5.88082
능동 카페,2024-05-01,5.72446
능동 카페,2024-06-01,5.37699
능동 카페,2024-07-01,5.97637
능동 카페,2024-08-01,6.41938
능동 카페,2024-09-01,6.32383
능동 카페,2024-10-01,5.27275
능동 카페,2024-11-01,4.67338
능동 카페,2024-12-01,5.62022
다산동 맛집,2019-01-01,14.08095
다산동 맛집,2019-02-01,13.75955
다산동 맛집,2019-03-01,21.1779
다산동 맛집,2019-04-01,20.70882
다산동 맛집,2019-05-01,28.90027
다산동 맛집,2019-06-01,27.07609
다산동 맛집,2019-07-01,30.39437
다산동 맛집,2019-08-01,35.48471
다산동 맛집,2019-09-01,30.73314
다산동 맛집,2019-10-01,37.13516
다산동 맛집,2019-11-01,36.15357
다산동 맛집,2019-12-01,47.18554
다산동 맛집,2020-01-01,43.40687
다산동 맛집,2020-02-01,38.30785
다산동 맛집,2020-03-01,43.54586
다산동 맛집,2020-04-01,53.68311
다산동 맛집,2020-05-01,65.16678
다산동 맛집,2020-06-01,56.42807
다산동 맛집,2020-07-01,59.15566
다산동 맛집,2020-08-01,54.94266
다산동 맛집,2020-09-01,44.08443
다산동 맛집,2020-10-01,53.79603
다산동 맛집,2020-11-01,55.06428
다산동 맛집,2020-12-01,32.42703
다산동 맛집,2021-01-01,34.38151
다산동 맛집,2021-02-01,48.29742
다산동 맛집,2021-03-01,63.84642
다산동 맛집,2021-04-01,62.91695
다산동 맛집,2021-05-01,70.09207
다산동 맛집,2021-06-01,65.27102
다산동 맛집,2021-07-01,64.20257
다산동 맛집,2021-08-01,71.81202
다산동 맛집,2021-09-01,76.8763
다산동 맛집,2021-10-01,82.0535
다산동 맛집,2021-11-01,75.66018
다산동 맛집,2021-12-01,72.86309
다산동 맛집,2022-01-01,65.2797
다산동 맛집,2022-02-01,58.65184
다산동 맛집,2022-03-01,73.28874
다산동 맛집,2022-04-01,85.8756
다산동 맛집,2022-05-01,100
다산동 맛집,2022-06-01,93.45031
다산동 맛집,2022-07-01,96.32557
다산동 맛집,2022-08-01,95.02258
다산동 맛집,2022-09-01,83.58234
다산동 맛집,2022-10-01,94.69249
다산동 맛집,2022-11-01,86.14489
다산동 맛집,2022-12-01,97.6633
다산동 맛집,2023-01-01,84.28596
다산동 맛집,2023-02-01,86.48366
다산동 맛집,2023-03-01,90.30576
다산동 맛집,2023-04-01,91.27866
다산동 맛집,2023-05-01,93.68485
다산동 맛집,2023-06-01,81.07192
다산동 맛집,2023-07-01,80.70708
다산동 맛집,2023-08-01,84.98088
다산동 맛집,2023-09-01,74.43537
다산동 맛집,2023-10-01,75.92946
다산동 맛집,2023-11-01,69.26685
다산동 맛집,2023-12-01,83.56497
다산동 맛집,2024-01-01,75.4517
다산동 맛집,2024-02-01,70.67407
다산동 맛집,2024-03-01,78.83078
다산동 맛집,2024-04-01,70.58721
다산동 맛집,2024-05-01,77.63203
다산동 맛집,2024-06-01,70.90861
다산동 맛집,2024-07-01,70.22237
다산동 맛집,2024-08-01,83.16539
다산동 맛집,2024-09-01,66.63481
다산동 맛집,2024-10-01,63.19492
다산동 맛집,2024-11-01,59.25121
다산동 맛집,2024-12-01,62.47394
다산동 카페,2019-01-01,2.4583
다산동 카페,2019-02-01,3.94371
다산동 카페,2019-03-01,3.44857
다산동 카페,2019-04-01,3.22272
다산동 카페,2019-05-01,4.02189
다산동 카페,2019-06-01,4.19562
다산동 카페,2019-07-01,3.97845
다산동 카페,2019-08-01,4.47359
다산동 카페,2019-09-01,3.96108
다산동 카페,2019-10-01,4.51702
다산동 카페,2019-11-01,4.87317
다산동 카페,2019-12-01,6.1501
다산동 카페,2020-01-01,6.23697
다산동 카페,2020-02-01,6.72341
다산동 카페,2020-03-01,9.40757
다산동 카페,2020-04-01,10.31097
다산동 카페,2020-05-01,10.15462
다산동 카페,2020-06-01,8.44336
다산동 카페,2020-07-01,8.55628
다산동 카페,2020-08-01,8.66921
다산동 카페,2020-09-01,7.13168
다산동 카페,2020-10-01,9.46838
다산동 카페,2020-11-01,7.49652
다산동 카페,2020-12-01,1.72863
다산동 카페,2021-01-01,4.60389
다산동 카페,2021-02-01,8.30437
다산동 카페,2021-03-01,9.65079
다산동 카페,2021-04-01,8.83425
다산동 카페,2021-05-01,10.41521
다산동 카페,2021-06-01,9.04273
다산동 카페,2021-07-01,10.38915
다산동 카페,2021-08-01,11.99617
다산동 카페,2021-09-01,11.70952
다산동 카페,2021-10-01,11.48366
다산동 카페,2021-11-01,10.53683
다산동 카페,2021-12-01,10.44996
다산동 카페,2022-01-01,9.40757
다산동 카페,2022-02-01,8.86031
다산동 카페,2022-03-01,11.50104
다산동 카페,2022-04-01,12.44788
다산동 카페,2022-05-01,11.7182
다산동 카페,2022-06-01,10.53683
다산동 카페,2022-07-01,11.80507
다산동 카페,2022-08-01,11.32731
다산동 카페,2022-09-01,11.2665
다산동 카페,2022-10-01,12.59555
다산동 카페,2022-11-01,10.73662
다산동 카페,2022-12-01,11.11014
다산동 카페,2023-01-01,12.24808
다산동 카페,2023-02-01,11.17095
다산동 카페,2023-03-01,10.84954
다산동 카페,2023-04-01,11.50972
다산동 카페,2023-05-01,10.89298
다산동 카페,2023-06-01,8.50416
다산동 카페,2023-07-01,9.53787
다산동 카페,2023-08-01,8.20882
다산동 카페,2023-09-01,9.39888
다산동 카페,2023-10-01,9.08617
다산동 카페,2023-11-01,7.2533
다산동 카페,2023-12-01,9.54656
다산동 카페,2024-01-01,8.29569
다산동 카페,2024-02-01,8.9993
다산동 카페,2024-03-01,9.87665
다산동 카페,2024-04-01,8.17407
다산동 카페,2024-05-01,9.75503
다산동 카페,2024-06-01,8.12195
다산동 카페,2024-07-01,8.31306
다산동 카페,2024-08-01,9.48575
다산동 카페,2024-09-01,6.83634
다산동 카페,2024-10-01,6.94927
다산동 카페,2024-11-01,6.69735
다산동 카페,2024-12-01,6.38464
답십리1동 맛집,2019-12-01,0.04343
답십리1동 맛집,2020-01-01,0.05211
답십리1동 맛집,2020-05-01,0.04343
답십리1동 맛집,2021-07-01,0.04343
답십리1동 맛집,2023-03-01,0.05211
답십리2동 맛집,2019-03-01,63.63636
답십리2동 맛집,2019-06-01,54.54545
답십리2동 맛집,2019-11-01,54.54545
답십리2동 맛집,2020-05-01,100
답십리2동 맛집,2020-07-01,90.90909
답십리2동 맛집,2021-03-01,72.72727
답십리2동 맛집,2022-08-01,45.45454
답십리2동 맛집,2022-09-01,45.45454
답십리2동 맛집,2023-02-01,45.45454
답십리2동 카페,2023-10-01,45.45454
당산1동 맛집,2023-02-01,54.54545
당산1동 맛집,2023-04-01,63.63636
당산1동 맛집,2023-05-01,72.72727
당산1동 맛집,2023-11-01,45.45454
당산1동 맛집,2023-12-01,54.54545
당산1동 맛집,2024-03-01,45.45454
당산1동 카페,2020-07-01,45.45454
당산2동 맛집,2019-06-01,20.83333
당산2동 맛집,2020-07-01,50
당산2동 맛집,2021-08-01,25
당산2동 맛집,2022-03-01,29.16666
당산2동 맛집,2023-06-01,25
대림1동 맛집,2019-07-01,20.83333
대림1동 맛집,2019-12-01,25
대림1동 맛집,2020-01-01,20.83333
대림1동 맛집,2020-03-01,33.33333
대림1동 맛집,2020-04-01,79.16666
대림1동 맛집,2020-08-01,100
대림1동 맛집,2020-09-01,33.33333
대림1동 맛집,2020-10-01,41.66666
대림1동 맛집,2021-01-01,25
대림1동 맛집,2021-05-01,20.83333
대림1동 맛집,2021-08-01,20.83333
대림1동 맛집,2021-09-01,41.66666
대림1동 맛집,2021-10-01,33.33333
대림1동 맛집,2021-11-01,20.83333
대림1동 맛집,2022-02-01,25
대림1동 맛집,2022-05-01,20.83333
대림1동 맛집,2022-06-01,20.83333
대림1동 맛집,2022-12-01,25
대림1동 맛집,2023-01-01,20.83333
대림1동 맛집,2023-05-01,25
대림1동 맛집,2023-06-01,20.83333
대림1동 맛집,2024-03-01,70.83333
대림1동 맛집,2024-04-01,20.83333
대림1동 카페,2020-08-01,20.83333
대림1동 카페,2020-09-01,25
대림1동 카페,2022-10-01,20.83333
대림2동 맛집,2019-01-01,20.83333
대림2동 맛집,2019-02-01,29.16666
대림2동 맛집,2019-07-01,20.83333
대림2동 맛집,2020-01-01,79.16666
대림2동 맛집,2020-02-01,20.83333
대림2동 맛집,2020-04-01,20.83333
대림2동 맛집,2020-08-01,25
대림2동 맛집,2020-11-01,20.83333
대림2동 맛집,2021-09-01,20.83333
대림2동 맛집,2022-04-01,20.83333
대림2동 맛집,2022-09-01,29.16666
대림2동 맛집,2022-10-01,25
대림2동 맛집,2022-11-01,20.83333
대림2동 맛집,2023-03-01,29.16666
대림2동 맛집,2023-08-01,20.83333
대림2동 카페,2020-02-01,0.08135
대림3동 맛집,2019-01-01,0.76472
대림3동 맛집,2019-02-01,1.36674
대림3동 맛집,2019-03-01,1.28538
대림3동 맛집,2019-04-01,1.13895
대림3동 맛집,2019-05-01,1.80605
대림3동 맛집,2019-06-01,1.20403
대림3동 맛집,2019-07-01,1.25284
대림3동 맛집,2019-08-01,1.51317
대림3동 맛집,2019-09-01,0.97624
대림3동 맛집,2019-10-01,0.78099
대림3동 맛집,2019-11-01,0.89489
대림3동 맛집,2019-12-01,1.3342
대림3동 맛집,2020-01-01,0.50439
대림3동 맛집,2020-02-01,0.58574
대림3동 맛집,2020-03-01,0.74845
대림3동 맛집,2020-04-01,1.15522
대림3동 맛집,2020-05-01,1.59453
대림3동 맛집,2020-06-01,0.92743
대림3동 맛집,2020-07-01,1.20403
대림3동 맛집,2020-08-01,1.59453
대림3동 맛집,2020-09-01,0.53693
대림3동 맛집,2020-10-01,0.71591
대림3동 맛집,2020-11-01,0.65082
대림3동 맛집,2020-12-01,0.6671
대림3동 맛집,2021-01-01,0.61828
대림3동 맛집,2021-02-01,0.79726
대림3동 맛집,2021-03-01,0.92743
대림3동 맛집,2021-04-01,1.31793
대림3동 맛집,2021-05-01,1.77351
대림3동 맛집,2021-06-01,0.91116
대림3동 맛집,2021-07-01,1.28538
대림3동 맛집,2021-08-01,1.10641
대림3동 맛집,2021-09-01,0.5532
대림3동 맛집,2021-10-01,1.69215
대림3동 맛집,2021-11-01,0.91116
대림3동 맛집,2021-12-01,0.43931
대림3동 맛집,2022-01-01,1.02505
대림3동 맛집,2022-02-01,0.60201
대림3동 맛집,2022-03-01,0.65082
대림3동 맛집,2022-04-01,1.4969
대림3동 맛집,2022-05-01,1.38301
대림3동 맛집,2022-06-01,1.05759
대림3동 맛집,2022-07-01,1.51317
대림3동 맛집,2022-08-01,1.39928
대림3동 맛집,2022-09-01,1.28538
대림3동 맛집,2022-10-01,1.18776
대림3동 맛집,2022-11-01,1.23657
대림3동 맛집,2022-12-01,1.35047
대림3동 맛집,2023-01-01,1.39928
대림3동 맛집,2023-02-01,1.52945
대림3동 맛집,2023-03-01,0.95997
대림3동 맛집,2023-04-01,1.02505
대림3동 맛집,2023-05-01,2.65213
대림3동 맛집,2023-06-01,1.90367
대림3동 맛집,2023-07-01,1.35047
대림3동 맛집,2023-08-01,1.02505
대림3동 맛집,2023-09-01,0.68337
대림3동 맛집,2023-10-01,0.6671
대림3동 맛집,2023-11-01,0.69964
대림3동 맛집,2023-12-01,0.99251
대림3동 맛집,2024-01-01,0.58574
대림3동 맛집,2024-02-01,0.1627
대림3동 맛집,2024-03-01,0.53693
대림3동 맛집,2024-04-01,0.45558
대림3동 맛집,2024-05-01,0.68337
대림3동 맛집,2024-06-01,0.47185
대림3동 맛집,2024-07-01,0.43931
대림3동 맛집,2024-08-01,0.56947
대림3동 맛집,2024-09-01,0.87862
대림3동 맛집,2024-10-01,0.2766
대림3동 맛집,2024-11-01,0.1627
대림3동 맛집,2024-12-01,0.2766
대림3동 카페,2020-01-01,0.08135
대림3동 카페,2020-03-01,0.09762
대림3동 카페,2020-04-01,0.08135
대림3동 카페,2020-06-01,0.08135
대림3동 카페,2020-07-01,0.19524
대림3동 카페,2020-08-01,0.08135
대림3동 카페,2020-09-01,0.08135
대림3동 카페,2020-11-01,0.09762
대림3동 카페,2021-07-01,0.21151
대림3동 카페,2021-09-01,0.42303
대림3동 카페,2021-11-01,0.1627
대림3동 카페,2022-05-01,0.08135
대림3동 카페,2022-07-01,0.08135
대림3동 카페,2022-08-01,0.08135
대림3동 카페,2022-09-01,0.11389
대림3동 카페,2023-02-01,0.08135
대림3동 카페,2023-04-01,0.29287
대림3동 카페,2023-06-01,0.08135
대림3동 카페,2023-07-01,0.19524
대림3동 카페,2023-10-01,0.09762
대림3동 카페,2023-11-01,0.09762
대림3동 카페,2023-12-01,0.08135
대림3동 카페,2024-04-01,0.08135
대림3동 카페,2024-06-01,0.08135
대림3동 카페,2024-08-01,0.08135
대방동 맛집,2019-01-01,54.36055
대방동 맛집,2019-02-01,50.87862
대방동 맛집,2019-03-01,54.53953
대방동 맛집,2019-04-01,52.5545
대방동 맛집,2019-05-01,63.22811
대방동 맛집,2019-06-01,34.46143
대방동 맛집,2019-07-01,43.84965
대방동 맛집,2019-08-01,46.19264
대방동 맛집,2019-09-01,39.16368
대방동 맛집,2019-10-01,46.56687
대방동 맛집,2019-11-01,33.95704
대방동 맛집,2019-12-01,38.12235
대방동 맛집,2020-01-01,49.46306
대방동 맛집,2020-02-01,39.89586
대방동 맛집,2020-03-01,40.93719
대방동 맛집,2020-04-01,46.98991
대방동 맛집,2020-05-01,63.30946
대방동 맛집,2020-06-01,53.51448
대방동 맛집,2020-07-01,56.21542
대방동 맛집,2020-08-01,52.19655
대방동 맛집,2020-09-01,44.27269
대방동 맛집,2020-10-01,46.33908
대방동 맛집,2020-11-01,46.5506
대방동 맛집,2020-12-01,29.46631
대방동 맛집,2021-01-01,32.44386
대방동 맛집,2021-02-01,43.01985
대방동 맛집,2021-03-01,53.02635
대방동 맛집,2021-04-01,48.30784
대방동 맛집,2021-05-01,55.40188
대방동 맛집,2021-06-01,53.35177
대방동 맛집,2021-07-01,48.97494
대방동 맛집,2021-08-01,50.48812
대방동 맛집,2021-09-01,60.44581
대방동 맛집,2021-10-01,72.11194
대방동 맛집,2021-11-01,67.99544
대방동 맛집,2021-12-01,59.03026
대방동 맛집,2022-01-01,64.69248
대방동 맛집,2022-02-01,50.24406
대방동 맛집,2022-03-01,52.89619
대방동 맛집,2022-04-01,68.71135
대방동 맛집,2022-05-01,78.62024
대방동 맛집,2022-06-01,71.2984
대방동 맛집,2022-07-01,78.78294
대방동 맛집,2022-08-01,67.34461
대방동 맛집,2022-09-01,59.92515
대방동 맛집,2022-10-01,93.15001
대방동 맛집,2022-11-01,89.14741
대방동 맛집,2022-12-01,92.20631
대방동 맛집,2023-01-01,87.58542
대방동 맛집,2023-02-01,91.89716
대방동 맛집,2023-03-01,100
대방동 맛집,2023-04-01,94.4354
대방동 맛집,2023-05-01,95.08623
대방동 맛집,2023-06-01,86.46273
대방동 맛집,2023-07-01,88.18743
대방동 맛집,2023-08-01,92.53172
대방동 맛집,2023-09-01,80.57273
대방동 맛집,2023-10-01,75.39863
대방동 맛집,2023-11-01,73.51122
대방동 맛집,2023-12-01,77.6928
대방동 맛집,2024-01-01,73.08818
대방동 맛집,2024-02-01,77.30231
대방동 맛집,2024-03-01,83.87569
대방동 맛집,2024-04-01,82.85063
대방동 맛집,2024-05-01,88.88708
대방동 맛집,2024-06-01,87.89456
대방동 맛집,2024-07-01,80.00325
대방동 맛집,2024-08-01,82.1998
대방동 맛집,2024-09-01,72.42108
대방동 맛집,2024-10-01,71.90042
대방동 맛집,2024-11-01,70.71265
대방동 맛집,2024-12-01,72.27465
대방동 카페,2019-01-01,5.69476
대방동 카페,2019-02-01,6.37813
대방동 카페,2019-03-01,6.36186
대방동 카페,2019-04-01,6.42694
대방동 카페,2019-05-01,5.58086
대방동 카페,2019-06-01,5.77611
대방동 카페,2019-07-01,5.98763
대방동 카페,2019-08-01,8.05401
대방동 카페,2019-09-01,7.11031
대방동 카페,2019-10-01,6.47575
대방동 카페,2019-11-01,5.95509
대방동 카페,2019-12-01,6.93133
대방동 카페,2020-01-01,8.24926
대방동 카페,2020-02-01,8.37943
대방동 카페,2020-03-01,10.1204
대방동 카페,2020-04-01,12.46339
대방동 카페,2020-05-01,12.08916
대방동 카페,2020-06-01,11.92645
대방동 카페,2020-07-01,11.27562
대방동 카페,2020-08-01,11.19427
대방동 카페,2020-09-01,10.20175
대방동 카페,2020-10-01,10.49463
대방동 카페,2020-11-01,8.1191
대방동 카페,2020-12-01,2.71721
대방동 카페,2021-01-01,5.40188
대방동 카페,2021-02-01,8.65603
대방동 카페,2021-03-01,9.68109
대방동 카페,2021-04-01,10.1204
대방동 카페,2021-05-01,9.14415
대방동 카페,2021-06-01,10.47835
대방동 카페,2021-07-01,11.50341
대방동 카페,2021-08-01,12.60982
대방동 카페,2021-09-01,13.32574
대방동 카페,2021-10-01,12.83761
대방동 카페,2021-11-01,13.13049
대방동 카페,2021-12-01,9.66482
대방동 카페,2022-01-01,8.83501
대방동 카페,2022-02-01,8.46078
대방동 카페,2022-03-01,9.43703
대방동 카페,2022-04-01,10.18548
대방동 카페,2022-05-01,13.35828
대방동 카페,2022-06-01,13.96029
대방동 카페,2022-07-01,18.38594
대방동 카페,2022-08-01,14.85519
대방동 카페,2022-09-01,12.67491
대방동 카페,2022-10-01,15.63618
